CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.01;Aplicações em Depósitos Interfinanceiros;25276725.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.02;Aplicações no Mercado Aberto;385568653.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.02;Aplicações no Mercado Aberto;346214419.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.03;Títulos e Valores Mobiliários;53098497.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.03;Títulos e Valores Mobiliários;73112225.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.04;Operações de Crédito;911281198.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.04;Operações de Crédito;960144444.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.05;Provisão para Perdas Esperadas Associadas ao Risco de Crédito;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.05;Provisão para Perdas Esperadas Associadas ao Risco de Crédito;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.06;Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.06;Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.07;Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.07;Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.08;Outros Ativos Financeiros;50664678.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.02.04.08;Outros Ativos Financeiros;51754625.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03;Tributos;70722116.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.03;Tributos;73248099.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03.01;Imposto de Renda e Contribuição Social - Correntes;9630569.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.03.01;Imposto de Renda e Contribuição Social - Correntes;10728248.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03.02;Imposto de Renda e Contribuição Social - Diferidos;61091547.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.03.02;Imposto de Renda e Contribuição Social - Diferidos;62519851.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03.03;Outros;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.03.03;Outros;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04;Outros Ativos;43561197.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.04;Outros Ativos;43947370.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04.01;Ativos Não Correntes a Venda;134755.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.04.01;Ativos Não Correntes a Venda;144342.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04.02;Ativos de Operações Descontinuadas;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.04.02;Ativos de Operações Descontinuadas;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04.03;Outros;43426442.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.04.03;Outros;43803028.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05;Investimentos;22215047.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.05;Investimentos;23823474.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.01;Participações em Coligadas;22215047.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.05.01;Participações em Coligadas;23823474.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.02;Participações em Controladas em Conjunto;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.05.02;Participações em Controladas em Conjunto;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.03;Propriedades para Investimento;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.05.03;Propriedades para Investimento;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.04;Outros Investimentos;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.05.04;Outros Investimentos;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.06;Imobilizado;14118006.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.06;Imobilizado;14448317.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.06.01;Imobilizado de Uso;10299022.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.06.01;Imobilizado de Uso;10611278.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.06.02;Direito de Uso de Arrendamento;3818984.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.06.02;Direito de Uso de Arrendamento;3837039.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.06.03;Depreciação Acumulada;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.06.03;Depreciação Acumulada;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.07;Intangível;10801929.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.07;Intangível;10434102.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.07.01;Intangíveis;10801929.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.07.01;Intangíveis;10434102.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.07.02;Goodwill;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.07.02;Goodwill;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.07.03;Amortização Acumulada;0.0000000000;S
00.000.000/0001-91;2024-06-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-06-30;1.07.03;Amortização Acumulada;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1;Ativo Total;2153878452.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1;Ativo Total;2436404436.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.01;Caixa e Equivalentes de Caixa;56999814.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.01;Caixa e Equivalentes de Caixa;81013704.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.01.01;Caixa;17327745.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.01.01;Caixa;24215366.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.01.02;Aplicações de Liquidez;39672069.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.01.02;Aplicações de Liquidez;56798338.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02;Ativos Financeiros;1935460343.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02;Ativos Financeiros;2179755895.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.01;Depósito Compulsório Banco Central;99805901.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.01;Depósito Compulsório Banco Central;115853855.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.02;Ativos Financeiros Avaliados ao Valor Justo através do Resultado;14173304.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.02;Ativos Financeiros Avaliados ao Valor Justo através do Resultado;16557166.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.02.01;Títulos e Valores Mobiliários;12199618.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.02.01;Títulos e Valores Mobiliários;10942701.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.02.02;Derivativos;1973686.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.02.02;Derivativos;5614465.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.03;Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes;401442335.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.03;Ativos Financeiros Avaliados ao Valor Justo através de Outros Resultados Abrangentes;424781882.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.03.01;Títulos e Valores Mobiliários;401442335.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.03.01;Títulos e Valores Mobiliários;424781882.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04;Ativos Financeiros ao Custo Amortizado;1420038803.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04;Ativos Financeiros ao Custo Amortizado;1622562992.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.01;Aplicações em Depósitos Interfinanceiros;19425777.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.01;Aplicações em Depósitos Interfinanceiros;22417385.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.02;Aplicações no Mercado Aberto;385568653.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.02;Aplicações no Mercado Aberto;497300022.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.03;Títulos e Valores Mobiliários;53098497.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.03;Títulos e Valores Mobiliários;72047356.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.04;Operações de Crédito;911281198.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.04;Operações de Crédito;976594155.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.05;Provisão para Perdas Esperadas Associadas ao Risco de Crédito;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.05;Provisão para Perdas Esperadas Associadas ao Risco de Crédito;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.06;Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.06;Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.07;Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.07;Provisão para Perdas Esperadas Associadas ao Risco de Crédito de Operações de Arrendamento;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.02.04.08;Outros Ativos Financeiros;50664678.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.02.04.08;Outros Ativos Financeiros;54204074.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03;Tributos;70722116.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.03;Tributos;80414579.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03.01;Imposto de Renda e Contribuição Social - Correntes;9630569.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.03.01;Imposto de Renda e Contribuição Social - Correntes;12334065.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03.02;Imposto de Renda e Contribuição Social - Diferidos;61091547.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.03.02;Imposto de Renda e Contribuição Social - Diferidos;68080514.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.03.03;Outros;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.03.03;Outros;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04;Outros Ativos;43561197.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.04;Outros Ativos;46584209.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04.01;Ativos Não Correntes a Venda;134755.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.04.01;Ativos Não Correntes a Venda;154480.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04.02;Ativos de Operações Descontinuadas;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.04.02;Ativos de Operações Descontinuadas;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.04.03;Outros;43426442.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.04.03;Outros;46429729.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05;Investimentos;22215047.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.05;Investimentos;22155192.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.01;Participações em Coligadas;22215047.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.05.01;Participações em Coligadas;22155192.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.02;Participações em Controladas em Conjunto;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.05.02;Participações em Controladas em Conjunto;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;PENÚLTIMO;2023-12-31;1.05.03;Propriedades para Investimento;0.0000000000;S
00.000.000/0001-91;2024-09-30;1;BCO BRASIL S.A.;001023;DF Consolidado - Balanço Patrimonial Ativo;REAL;MIL;ÚLTIMO;2024-09-30;1.05.03;Propriedades para Investimento;0.0000000000;S
